"","Geneid","SYMBOL","NCBI_GeneID","Ensembl_GeneID","gene_biotype","Chr","Start","End","Strand","Length"
"gene-ARSJ","gene-ARSJ","ARSJ",101751638,"ENSGALG00010003768","protein_coding","NC_052535.1","55962281","56052947","+",25873
"gene-CAMK2D","gene-CAMK2D","CAMK2D",422688,"ENSGALG00010003914","protein_coding","NC_052535.1","56055389","56213110","+",4325
"gene-ANK2","gene-ANK2","ANK2",422689,"ENSGALG00010003978","protein_coding","NC_052535.1","56239906","56578087","-",12023
"gene-LARP7","gene-LARP7","LARP7",422690,"ENSGALG00010004001","protein_coding","NC_052535.1","56588085","56615802","-",3615
"gene-ZGRF1","gene-ZGRF1","ZGRF1",428770,"","protein_coding","NC_052535.1","56615895","56640124","+",7344
"gene-NEUROG2","gene-NEUROG2","NEUROG2",395577,"ENSGALG00010005569","protein_coding","NC_052535.1","56643129","56644456","+",1328
"gene-ALPK1","gene-ALPK1","ALPK1",100858173,"ENSGALG00010004039","protein_coding","NC_052535.1","56650857","56688997","-",14411
"gene-AP1AR","gene-AP1AR","AP1AR",422693,"ENSGALG00010004079","protein_coding","NC_052535.1","56699195","56717643","-",3239
"gene-C4H4ORF32","gene-C4H4ORF32","C4H4ORF32",107051794,"","protein_coding","NC_052535.1","56732512","56748768","-",4652
"gene-PITX2","gene-PITX2","PITX2",395862,"ENSGALG00010003740","protein_coding","NC_052535.1","57302703","57316791","+",2833
"gene-ELOVL6","gene-ELOVL6","ELOVL6",428772,"ENSGALG00010003790","protein_coding","NC_052535.1","57440736","57511280","+",19402
"gene-LRIT3","gene-LRIT3","LRIT3",422696,"ENSGALG00010003813","protein_coding","NC_052535.1","57603656","57617983","-",5001
"gene-RRH","gene-RRH","RRH",771805,"ENSGALG00010003827","protein_coding","NC_052535.1","57619747","57640318","-",6953
"gene-CFI","gene-CFI","CFI",428773,"ENSGALG00010003845","protein_coding","NC_052535.1","57640930","57653787","+",2066
"gene-PLA2G12A","gene-PLA2G12A","PLA2G12A",772082,"ENSGALG00010003850","protein_coding","NC_052535.1","57655505","57661576","+",3263
"gene-CASP6","gene-CASP6","CASP6",395477,"ENSGALG00010003879","protein_coding","NC_052535.1","57664611","57673424","+",2183
"gene-MCUB","gene-MCUB","MCUB",422698,"ENSGALG00010003896","protein_coding","NC_052535.1","57673795","57708059","-",1772
"gene-PDLIM5","gene-PDLIM5","PDLIM5",422699,"ENSGALG00010004312","protein_coding","NC_052535.1","57716902","57833326","+",6551
"gene-BMPR1B","gene-BMPR1B","BMPR1B",396030,"ENSGALG00010004337","protein_coding","NC_052535.1","57870447","58109209","+",13559
"gene-UNC5C","gene-UNC5C","UNC5C",395101,"ENSGALG00010004366","protein_coding","NC_052535.1","58111934","58357124","-",11634
"gene-RAP1GDS1","gene-RAP1GDS1","RAP1GDS1",422701,"ENSGALG00010004421","protein_coding","NC_052535.1","59207797","59296975","+",2669
"gene-TSPAN17","gene-TSPAN17","TSPAN17",422702,"","protein_coding","NC_052535.1","59299650","59381546","-",6825
"gene-EIF4E","gene-EIF4E","EIF4E",422703,"ENSGALG00010004584","protein_coding","NC_052535.1","59405053","59428093","-",6099
"gene-METAP1","gene-METAP1","METAP1",422704,"ENSGALG00010004641","protein_coding","NC_052535.1","59438422","59463219","+",3676
"gene-ADH4","gene-ADH4","ADH4",422705,"","protein_coding","NC_052535.1","59465359","59472973","-",1313
"gene-C4orf17","gene-C4orf17","C4orf17",772145,"","protein_coding","NC_052535.1","59485806","59522837","+",4781
"gene-ADH1C","gene-ADH1C","ADH1C",771920,"ENSGALG00010006035","protein_coding","NC_052535.1","59497424","59513746","-",3202
"gene-TRMT10A","gene-TRMT10A","TRMT10A",422708,"ENSGALG00010004757","protein_coding","NC_052535.1","59527994","59537713","-",1490
"gene-C4H4orf54","gene-C4H4orf54","C4H4orf54",112532442,"","protein_coding","NC_052535.1","59577837","59583583","-",4060
"gene-DAPP1","gene-DAPP1","DAPP1",425211,"ENSGALG00010005278","protein_coding","NC_052535.1","59612185","59634123","+",2690
"gene-LAMTOR3","gene-LAMTOR3","LAMTOR3",425210,"ENSGALG00010005310","protein_coding","NC_052535.1","59635075","59639247","-",1896
"gene-DNAJB14","gene-DNAJB14","DNAJB14",426362,"ENSGALG00010005323","protein_coding","NC_052535.1","59641162","59666861","-",4534
"gene-H2AFZ","gene-H2AFZ","H2AFZ",426361,"ENSGALG00010005367","protein_coding","NC_052535.1","59667730","59669961","-",858
"gene-EMCN","gene-EMCN","EMCN",772178,"ENSGALG00010005377","protein_coding","NC_052535.1","59695585","59746978","-",3056
"gene-PPP3CA","gene-PPP3CA","PPP3CA",395113,"ENSGALG00010005416","protein_coding","NC_052535.1","59813643","60009655","-",6955
"gene-BANK1","gene-BANK1","BANK1",422711,"ENSGALG00010005443","protein_coding","NC_052535.1","60086277","60217630","+",2967
"gene-SLC39A8","gene-SLC39A8","SLC39A8",430411,"ENSGALG00010005464","protein_coding","NC_052535.1","60184105","60302481","-",7322
"gene-NFKB1","gene-NFKB1","NFKB1",396033,"ENSGALG00010005476","protein_coding","NC_052535.1","60304611","60362176","+",8167
"gene-MANBA","gene-MANBA","MANBA",422712,"ENSGALG00010017537","protein_coding","NC_052535.1","60358511","60430750","-",14942
"gene-UBE2D3","gene-UBE2D3","UBE2D3",422713,"ENSGALG00010016877","protein_coding","NC_052535.1","60429313","60463036","-",3173
"gene-CISD2","gene-CISD2","CISD2",422714,"ENSGALG00010016900","protein_coding","NC_052535.1","60463197","60469591","+",746
"gene-SLC9B2","gene-SLC9B2","SLC9B2",428776,"","protein_coding","NC_052535.1","60466931","60491046","-",5901
"gene-BDH2","gene-BDH2","BDH2",422715,"ENSGALG00010016945","protein_coding","NC_052535.1","60491748","60505849","-",2222
"gene-CENPE","gene-CENPE","CENPE",422716,"ENSGALG00010016956","protein_coding","NC_052535.1","60508378","60544955","-",8146
"gene-LOC107049033","gene-LOC107049033","LOC107049033",107049033,"","protein_coding","NC_052535.1","60546126","60555502","-",2322
"gene-C4orf47","gene-C4orf47","C4orf47",422718,"ENSGALG00010016974","protein_coding","NC_052535.1","60555214","60562981","+",1926
"gene-CCDC110","gene-CCDC110","CCDC110",101750861,"","protein_coding","NC_052535.1","60563749","60570627","-",2370
"gene-PDLIM3","gene-PDLIM3","PDLIM3",414873,"ENSGALG00010016991","protein_coding","NC_052535.1","60580167","60602602","-",3143
"gene-SORBS2","gene-SORBS2","SORBS2",422719,"ENSGALG00010017094","protein_coding","NC_052535.1","60615336","60758158","-",8866
"gene-FAM149A","gene-FAM149A","FAM149A",422721,"ENSGALG00010017143","protein_coding","NC_052535.1","60843438","60871218","+",6552
"gene-CYP4V2","gene-CYP4V2","CYP4V2",415121,"ENSGALG00010017152","protein_coding","NC_052535.1","60874609","60887521","+",2377
"gene-FAT1","gene-FAT1","FAT1",395168,"ENSGALG00010013371","protein_coding","NC_052535.1","61214407","61315036","-",15038
"gene-FRG1BP","gene-FRG1BP","FRG1BP",422726,"ENSGALG00010015680","protein_coding","NC_052535.1","62279846","62287794","+",1659
"gene-ASAH1","gene-ASAH1","ASAH1",422727,"ENSGALG00010015695","protein_coding","NC_052535.1","62293062","62308226","+",1996
"gene-PCM1","gene-PCM1","PCM1",395204,"ENSGALG00010015756","protein_coding","NC_052535.1","62323481","62403487","-",13128
"gene-FGL1A","gene-FGL1A","FGL1A",422728,"ENSGALG00010015785","protein_coding","NC_052535.1","62362154","62391920","+",6113
"gene-MTUS1","gene-MTUS1","MTUS1",422729,"ENSGALG00010015840","protein_coding","NC_052535.1","62403241","62515072","+",29952
"gene-PDGFRL","gene-PDGFRL","PDGFRL",769077,"ENSGALG00010015862","protein_coding","NC_052535.1","62518214","62538004","-",4789
"gene-SLC7A2","gene-SLC7A2","SLC7A2",422730,"ENSGALG00010015869","protein_coding","NC_052535.1","62539309","62622296","-",26257
"gene-MTMR7","gene-MTMR7","MTMR7",422731,"ENSGALG00010015904","protein_coding","NC_052535.1","62603491","62648654","+",4366
"gene-VPS37A","gene-VPS37A","VPS37A",422732,"ENSGALG00010015974","protein_coding","NC_052535.1","62653052","62665461","-",2022
"gene-CNOT7","gene-CNOT7","CNOT7",422733,"ENSGALG00010015983","protein_coding","NC_052535.1","62665046","62686005","+",3906
"gene-ZDHHC2","gene-ZDHHC2","ZDHHC2",422734,"ENSGALG00010016016","protein_coding","NC_052535.1","62691412","62723397","-",5522
"gene-MICU3","gene-MICU3","MICU3",422736,"ENSGALG00010016200","protein_coding","NC_052535.1","62729386","62777580","-",3911
"gene-TUSC3","gene-TUSC3","TUSC3",422738,"ENSGALG00010013958","protein_coding","NC_052535.1","63136955","63321498","-",17669
"gene-SGCZ","gene-SGCZ","SGCZ",422739,"ENSGALG00010014042","protein_coding","NC_052535.1","63376590","63736793","+",11074
"gene-DLC1","gene-DLC1","DLC1",422740,"ENSGALG00010014171","protein_coding","NC_052535.1","63845674","64105871","+",7930
"gene-TRMT9B","gene-TRMT9B","TRMT9B",422741,"","protein_coding","NC_052535.1","64125656","64234015","-",15953
"gene-LONRF1","gene-LONRF1","LONRF1",422742,"ENSGALG00010014750","protein_coding","NC_052535.1","64234313","64249375","+",3371
"gene-PAICS","gene-PAICS","PAICS",396534,"ENSGALG00010014847","protein_coding","NC_052535.1","64253806","64288832","-",4749
"gene-PPAT","gene-PPAT","PPAT",422743,"ENSGALG00010014883","protein_coding","NC_052535.1","64261052","64305059","+",4502
"gene-AASDH","gene-AASDH","AASDH",422744,"ENSGALG00010014902","protein_coding","NC_052535.1","64305487","64328379","+",7255
"gene-CRACD","gene-CRACD","CRACD",422745,"ENSGALG00010015024","protein_coding","NC_052535.1","64326828","64438140","-",8047
"gene-CEP135","gene-CEP135","CEP135",422746,"ENSGALG00010015083","protein_coding","NC_052535.1","64442098","64474653","-",9446
"gene-EXOC1","gene-EXOC1","EXOC1",422747,"ENSGALG00010015143","protein_coding","NC_052535.1","64475079","64500033","-",3386
"gene-LOC121110758","gene-LOC121110758","LOC121110758",121110758,"","protein_coding","NC_052535.1","64576517","64581051","-",1458
"gene-CLOCK","gene-CLOCK","CLOCK",373991,"ENSGALG00010015364","protein_coding","NC_052535.1","64577282","64632592","+",15956
"gene-TMEM165","gene-TMEM165","TMEM165",428780,"ENSGALG00010015392","protein_coding","NC_052535.1","64637035","64648530","-",2594
"gene-SRD5A3","gene-SRD5A3","SRD5A3",422750,"ENSGALG00010015397","protein_coding","NC_052535.1","64648252","64654500","-",1944
"gene-KDR","gene-KDR","KDR",395323,"ENSGALG00010013498","protein_coding","NC_052535.1","64703991","64731765","+",5417
"gene-KIT","gene-KIT","KIT",378783,"ENSGALG00010013314","protein_coding","NC_052535.1","64787795","64839844","-",5043
"gene-PDGFRA","gene-PDGFRA","PDGFRA",395509,"ENSGALG00010013621","protein_coding","NC_052535.1","64913447","64948001","-",6697
"gene-LOC107056377","gene-LOC107056377","LOC107056377",107056377,"","protein_coding","NC_052535.1","64978210","64979517","-",1190
"gene-CHIC2","gene-CHIC2","CHIC2",422751,"ENSGALG00010014091","protein_coding","NC_052535.1","64992918","65020674","+",7639
"gene-LNX1","gene-LNX1","LNX1",422752,"ENSGALG00010014199","protein_coding","NC_052535.1","65162405","65237664","+",4138
"gene-FIP1L1","gene-FIP1L1","FIP1L1",422754,"","protein_coding","NC_052535.1","65238537","65275956","-",1948
"gene-SCFD2","gene-SCFD2","SCFD2",770088,"ENSGALG00010014267","protein_coding","NC_052535.1","65279741","65461144","+",3524
"gene-RASL11B","gene-RASL11B","RASL11B",422756,"ENSGALG00010013556","protein_coding","NC_052535.1","65462691","65466382","-",1914
"gene-USP46","gene-USP46","USP46",422758,"ENSGALG00010016451","protein_coding","NC_052535.1","65505926","65533001","+",7870
"gene-SPATA18","gene-SPATA18","SPATA18",422759,"ENSGALG00010016507","protein_coding","NC_052535.1","65663379","65680413","-",2498
"gene-SGCB","gene-SGCB","SGCB",422760,"ENSGALG00010016547","protein_coding","NC_052535.1","65680151","65686149","+",2976
"gene-LRRC66","gene-LRRC66","LRRC66",422761,"","protein_coding","NC_052535.1","65686345","65695337","+",4178
"gene-DCUN1D4","gene-DCUN1D4","DCUN1D4",422762,"ENSGALG00010016560","protein_coding","NC_052535.1","65699551","65737624","-",10793
"gene-OCIAD2","gene-OCIAD2","OCIAD2",422764,"","protein_coding","NC_052535.1","65786361","65800742","-",2509
"gene-FRYL","gene-FRYL","FRYL",422765,"ENSGALG00010016597","protein_coding","NC_052535.1","65800800","65959202","+",25998
"gene-ZAR1","gene-ZAR1","ZAR1",100857604,"ENSGALG00010016658","protein_coding","NC_052535.1","65960856","65963185","-",2125
"gene-SLC10A4","gene-SLC10A4","SLC10A4",770263,"ENSGALG00010016674","protein_coding","NC_052535.1","65963528","65965188","-",1379
"gene-SLAIN2","gene-SLAIN2","SLAIN2",422766,"ENSGALG00010016767","protein_coding","NC_052535.1","65974974","66003365","-",4863
"gene-TEC","gene-TEC","TEC",396407,"ENSGALG00010016851","protein_coding","NC_052535.1","66003396","66062398","+",15936
"gene-NFXL1","gene-NFXL1","NFXL1",100859761,"ENSGALG00010013901","protein_coding","NC_052535.1","66108438","66152513","+",5789
"gene-CORIN","gene-CORIN","CORIN",100857733,"ENSGALG00010013434","protein_coding","NC_052535.1","66155202","66278367","+",6623
"gene-ATP10D","gene-ATP10D","ATP10D",422768,"ENSGALG00010013459","protein_coding","NC_052535.1","66281235","66319369","-",5920
"gene-COMMD8","gene-COMMD8","COMMD8",422769,"ENSGALG00010013638","protein_coding","NC_052535.1","66331152","66334929","+",1052
"gene-GABRA4","gene-GABRA4","GABRA4",422770,"ENSGALG00010013661","protein_coding","NC_052535.1","66448723","66494727","+",18925
"gene-GABRA2","gene-GABRA2","GABRA2",770511,"ENSGALG00010014303","protein_coding","NC_052535.1","66583433","66642003","+",8345
"gene-GABRG1","gene-GABRG1","GABRG1",422771,"ENSGALG00010013677","protein_coding","NC_052535.1","66668470","66725004","+",9549
"gene-GNPDA2","gene-GNPDA2","GNPDA2",422772,"ENSGALG00010013740","protein_coding","NC_052535.1","67108623","67117914","+",2845
"gene-GUF1","gene-GUF1","GUF1",422773,"ENSGALG00010013823","protein_coding","NC_052535.1","67111478","67135060","-",6270
"gene-KCTD8","gene-KCTD8","KCTD8",770600,"ENSGALG00010013866","protein_coding","NC_052535.1","67206720","67291638","+",14381
"gene-ATP8A1","gene-ATP8A1","ATP8A1",422776,"ENSGALG00010014393","protein_coding","NC_052535.1","67663952","67758102","+",8271
"gene-SHISA3","gene-SHISA3","SHISA3",100857319,"ENSGALG00010014442","protein_coding","NC_052535.1","67761508","67763545","-",1654
"gene-BEND4","gene-BEND4","BEND4",422777,"ENSGALG00010015404","protein_coding","NC_052535.1","67806821","67837188","+",5065
"gene-SLC30A9","gene-SLC30A9","SLC30A9",422778,"ENSGALG00010015436","protein_coding","NC_052535.1","67842745","67871877","-",7618
"gene-TMEM33","gene-TMEM33","TMEM33",422779,"ENSGALG00010015469","protein_coding","NC_052535.1","67876912","67890636","-",6997
"gene-PHOX2B","gene-PHOX2B","PHOX2B",395548,"ENSGALG00010015474","protein_coding","NC_052535.1","67954866","67956902","+",1050
"gene-LIMCH1","gene-LIMCH1","LIMCH1",422780,"ENSGALG00010015570","protein_coding","NC_052535.1","67972294","68137182","-",7133
"gene-UCHL1","gene-UCHL1","UCHL1",770302,"ENSGALG00010015596","protein_coding","NC_052535.1","68158945","68163595","-",1100
"gene-APBB2","gene-APBB2","APBB2",422781,"ENSGALG00010015636","protein_coding","NC_052535.1","68163261","68329780","+",19083
"gene-RBM47","gene-RBM47","RBM47",770355,"ENSGALG00010015931","protein_coding","NC_052535.1","68381659","68457293","+",12431
"gene-RHOH","gene-RHOH","RHOH",428786,"ENSGALG00010016169","protein_coding","NC_052535.1","68516158","68533807","-",12252
"gene-N4BP2","gene-N4BP2","N4BP2",422786,"ENSGALG00010016218","protein_coding","NC_052535.1","68542536","68597494","-",26738
"gene-LOC121110719","gene-LOC121110719","LOC121110719",121110719,"","protein_coding","NC_052535.1","68578162","68585115","+",1858
"gene-PDS5A","gene-PDS5A","PDS5A",422787,"ENSGALG00010016242","protein_coding","NC_052535.1","68597590","68669910","+",5785
"gene-UBE2K","gene-UBE2K","UBE2K",428787,"ENSGALG00010016295","protein_coding","NC_052535.1","68681931","68717583","-",9002
"gene-SMIM14","gene-SMIM14","SMIM14",422793,"ENSGALG00010016344","protein_coding","NC_052535.1","68722112","68770667","+",4645
"gene-UGDH","gene-UGDH","UGDH",422792,"ENSGALG00010016382","protein_coding","NC_052535.1","68772849","68794039","+",6387
"gene-LIAS","gene-LIAS","LIAS",422791,"ENSGALG00010016397","protein_coding","NC_052535.1","68794130","68805931","-",2248
"gene-RPL9","gene-RPL9","RPL9",425468,"ENSGALG00010016407","protein_coding","NC_052535.1","68806054","68811907","+",742
"gene-KLB","gene-KLB","KLB",425467,"ENSGALG00010016414","protein_coding","NC_052535.1","68813505","68829070","-",3556
"gene-RFC1","gene-RFC1","RFC1",422788,"ENSGALG00010013477","protein_coding","NC_052535.1","68833451","68871520","+",10489
"gene-WDR19","gene-WDR19","WDR19",430829,"ENSGALG00010013532","protein_coding","NC_052535.1","68868227","68907782","-",5098
"gene-KLHL5","gene-KLHL5","KLHL5",425121,"ENSGALG00010013550","protein_coding","NC_052535.1","68908105","68957472","-",12771
"gene-FAM114A1","gene-FAM114A1","FAM114A1",426196,"ENSGALG00010015039","protein_coding","NC_052535.1","68991737","69023020","-",4158
"gene-TLR1B","gene-TLR1B","TLR1B",771173,"ENSGALG00010017530","protein_coding","NC_052535.1","69023529","69029651","+",4704
"gene-KLF3","gene-KLF3","KLF3",429811,"ENSGALG00010015165","protein_coding","NC_052535.1","69048099","69075232","-",7772
"gene-TBC1D1","gene-TBC1D1","TBC1D1",426162,"ENSGALG00010015200","protein_coding","NC_052535.1","69213359","69309440","-",8511
"gene-LOC112532440","gene-LOC112532440","LOC112532440",112532440,"","protein_coding","NC_052535.1","69308894","69328374","+",5456
"gene-PGM2","gene-PGM2","PGM2",426435,"ENSGALG00010015310","protein_coding","NC_052535.1","69315359","69332649","-",2367
"gene-RELL1","gene-RELL1","RELL1",422795,"ENSGALG00010015353","protein_coding","NC_052535.1","69351136","69372359","+",3626
"gene-C4ORF19","gene-C4ORF19","C4ORF19",101747284,"ENSGALG00010014455","protein_coding","NC_052535.1","69379805","69423367","-",3993
"gene-NWD2","gene-NWD2","NWD2",428789,"ENSGALG00010014632","protein_coding","NC_052535.1","69429062","69479351","-",7572
"gene-ARAP2","gene-ARAP2","ARAP2",428790,"ENSGALG00010014705","protein_coding","NC_052535.1","69697683","69831688","+",7848
"gene-PCDH7","gene-PCDH7","PCDH7",422797,"ENSGALG00010009266","protein_coding","NC_052535.1","71099439","71356369","-",8938
"gene-STIM2","gene-STIM2","STIM2",422799,"ENSGALG00010010685","protein_coding","NC_052535.1","72587814","72658321","-",10767
"gene-TBC1D19","gene-TBC1D19","TBC1D19",422800,"ENSGALG00010010722","protein_coding","NC_052535.1","72667407","72712564","-",2143
"gene-RBPJ","gene-RBPJ","RBPJ",422802,"ENSGALG00010010837","protein_coding","NC_052535.1","72747615","72891389","-",21742
"gene-SMIM20","gene-SMIM20","SMIM20",769392,"ENSGALG00010010853","protein_coding","NC_052535.1","72898760","72902783","-",980
"gene-SEL1L3","gene-SEL1L3","SEL1L3",422804,"ENSGALG00010010857","protein_coding","NC_052535.1","72902724","72935499","+",4722
"gene-ANAPC4","gene-ANAPC4","ANAPC4",422805,"ENSGALG00010010933","protein_coding","NC_052535.1","73004954","73022059","-",3680
"gene-ZCCHC4","gene-ZCCHC4","ZCCHC4",422806,"ENSGALG00010010939","protein_coding","NC_052535.1","73022105","73032630","-",1662
"gene-PI4K2B","gene-PI4K2B","PI4K2B",422807,"ENSGALG00010010945","protein_coding","NC_052535.1","73033658","73053259","-",5635
